img_path,type,severity,description
diabetic_wounds_458.png,Diabetic,Severe,"The wound is a large, deep crater exposing underlying tissue. The surrounding skin is erythematous, indicating inflammation, and there is significant tissue loss. The wound bed is irregular and granulating, suggesting chronicity. There is no visible active bleeding at the moment, but the size and depth indicate a high risk for infection."
bruises_10.png,Bruises,Moderate,"Multiple wounds on the forearm. The wound appear to be of varying sizes, ranging from dark purple to yellowish-brown. The wounds are located near each other, suggesting possible trauma from multiple impacts. There is no visible bleeding. The number and size of the bruises indicate a moderate level of severity."
bruises_204.png,Bruises,Moderate,"A significant wound covers the foot's sole and extends to the ankle, showing purple and blue discoloration. The swelling suggests tissue damage, but there are no open wounds or bleeding. The risk of infection is moderate due to the size and potential for secondary injury."
diabetic_wounds_130.png,Diabetic,Moderate,"The wound is 2 cm long with exposed subcutaneous tissue. The edges are irregular and slightly elevated, indicating a possible deeper injury. There is some bleeding visible at the base of the wound, and surrounding skin shows signs of erythema, suggesting inflammation. The size of the wound seems to be approximately 2 cm long, and there is a noticeable amount of tissue loss."
diabetic_wounds_378.png,Diabetic,Severe,A wound on the foot is present. The depth is deep. The tissue and wound base are necrotic and granulated. The wound extends up the foot and involves multiple toes. There is no visible active bleeding. The presence of necrotic tissue suggests a high risk of infection. The wound is surrounded by erythema.
laseration_62.png,Laceration,Moderate,"A linear wound with a jagged edge, approximately 1 centimeter long, located on a yellowish-orange background. The wound appears to be shallow but has a noticeable depth, with some redness surrounding it. There is no visible bleeding at the moment, but there is a risk of infection due to the depth and potential for contamination."
diabetic_wounds_58.png,Diabetic,Moderate,"The wound has a small, circular entry point with erythematous, inflamed skin surrounding it. There is no visible bleeding or significant swelling. The depth of the wound cannot be determined from the image alone, but it seems to penetrate through the epidermis and possibly into the dermis."
surgical_wounds_70.png,Surgical,Moderate,"A narrow, elongated entry point is visible, surrounded by a reddened area. The wound appears clean, with significant depth. There is no active bleeding, but there is some surrounding erythema and possible bruising. This suggests a moderate risk of infection."
pressure_wounds_463.png,Pressure,Moderate,A 2 cm x 3 cm wound with irregular edges and a slightly elevated wound base is surrounded by erythema. There is a small amount of exudate present but no active bleeding.
bruises_195.png,Bruises,Mild,"The image shows a large, irregularly shaped wound on the knee. The coloration is primarily purple and blue, indicating recent trauma. There is no visible bleeding, swelling, or signs of infection. The wound appears to be localized and does not show any signs of deep tissue damage."
pressure_wounds_3.png,Pressure,Moderate,"The wound appears with irregular edges. There is some redness around the wound, suggesting inflammation. There is no active bleeding at the moment. The size of the wound is approximately 2-3 cm long. There is a noticeable amount of surrounding edema, which could indicate some tissue damage."
pressure_wounds_120.png,Pressure,Moderate,"The wound is approximately 2 cm by 1 cm in size. The edges are defined, and there is minimal bleeding. The surrounding skin is erythematous, indicating inflammation. The wound shows signs of recent healing with some scabbing. There is no significant swelling or infection present."
bruises_122.png,Bruises,Moderate,"A 5 cm x 4 cm area is reddened, swollen, and thickened, suggesting damage to the epidermis and possibly the dermis. The skin appears discolored and there is no visible bleeding. The risk of infection is present due to the compromised skin barrier."
diabetic_wounds_177.png,Diabetic,Moderate,"The wound has a jagged edge, with some tissue loss. The surrounding skin is red and there is some bruising visible. There is no active bleeding at the moment, but there is a risk of infection due to the exposed tissue."
abrasions_2.png,Abrasion,Mild,"The photograph shows multiple linear wounds on the forearm, characterized by a pattern of darkened skin areas with surrounding redness. The wounds appear to be of varying sizes but do not show signs of significant bleeding or tissue damage. There is no visible swelling or infection."
pressure_wounds_368.png,Pressure,Moderate,"The wound is with a jagged edge, located on the skin surface. It is approximately 1 cm in length and has a depth that extends into the dermis layer. The surrounding area shows some redness and slight swelling, indicating potential inflammation. There is no visible bleeding at the moment, but there is a risk of infection due to the depth and location."
